,user_id,username,anime_id,anime_title,score
105,1,Xinil,255,Jungle wa Itsumo Hare nochi Guu Final,6
106,1,Xinil,153,Juuni Kokuki,9
107,1,Xinil,144,Kanon,5
108,1,Xinil,33,Kenpuu Denki Berserk,9
109,1,Xinil,218,Kidou Senkan Nadesico,7
110,1,Xinil,219,Kidou Senkan Nadesico: The Prince of Darkness,8
111,1,Xinil,93,Kidou Senshi Gundam SEED,8
112,1,Xinil,52,Kidou Tenshi Angelic Layer,7
113,1,Xinil,147,Kimi ga Nozomu Eien,7
114,1,Xinil,32281,Kimi no Na wa.,9
115,1,Xinil,2927,KimiKiss Pure Rouge,8
116,1,Xinil,486,Kino no Tabi: The Beautiful World,9
117,1,Xinil,146,Kono Minikuku mo Utsukushii Sekai,7
118,1,Xinil,412,Kore ga Watashi no Goshujinsama,7
119,1,Xinil,43,Koukaku Kidoutai,8
120,1,Xinil,433,"Kumo no Mukou, Yakusoku no Basho",8
121,1,Xinil,416,Kurenai no Buta,9
122,1,Xinil,220,Kuro no Danshou,7
123,1,Xinil,97,Last Exile,8
124,1,Xinil,207,Lodoss-tou Senki,7
125,1,Xinil,189,Love Hina,8
126,1,Xinil,190,Love Hina Again,8
127,1,Xinil,191,Love Hina Christmas Special: Silent Eve,7
128,1,Xinil,192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7
129,1,Xinil,2034,Lovely★Complex,8
130,1,Xinil,193,Maburaho,7
131,1,Xinil,194,Macross Zero,8
132,1,Xinil,576,Magikano,6
133,1,Xinil,276,Mahoromatic: Automatic Maiden,7
134,1,Xinil,627,Major S1,9
135,1,Xinil,558,Major S2,8
136,1,Xinil,1842,Major S3,6
137,1,Xinil,361,Memories Off,6
138,1,Xinil,221,Mezzo Forte,5
139,1,Xinil,330,Midori no Hibi,7
140,1,Xinil,585,Mimi wo Sumaseba,9
141,1,Xinil,164,Mononoke Hime,9
142,1,Xinil,19,Monster,9
143,1,Xinil,3001,Moyashimon,8
144,1,Xinil,457,Mushishi,9
145,1,Xinil,316,Nageki no Kenkou Yuuryouji,3
146,1,Xinil,877,Nana,8
147,1,Xinil,20,Naruto,7
148,1,Xinil,936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,7
149,1,Xinil,1735,Naruto: Shippuuden,7
150,1,Xinil,622,Natsu-iro no Sunadokei,6
151,1,Xinil,597,Neko no Ongaeshi,7
152,1,Xinil,30,Neon Genesis Evangelion,10
153,1,Xinil,31,Neon Genesis Evangelion: Death & Rebirth,9
154,1,Xinil,32,Neon Genesis Evangelion: The End of Evangelion,9
155,1,Xinil,1210,NHK ni Youkoso!,8
156,1,Xinil,1698,Nodame Cantabile,10
157,1,Xinil,30276,One Punch Man,8
158,1,Xinil,195,Onegai☆Teacher,8
159,1,Xinil,196,Onegai☆Twins,8
160,1,Xinil,12355,Ookami Kodomo no Ame to Yuki,8
161,1,Xinil,2966,Ookami to Koushinryou,8
162,1,Xinil,2159,Ookiku Furikabutte,8
163,1,Xinil,853,Ouran Koukou Host Club,9
164,1,Xinil,2112,Over Drive,7
165,1,Xinil,1943,Paprika,7
166,1,Xinil,322,Paradise Kiss,8
167,1,Xinil,161,Peace Maker Kurogane,8
168,1,Xinil,213,Pia Carrot e Youkoso!!,4
169,1,Xinil,214,Pia Carrot e Youkoso!! 2,3
170,1,Xinil,215,Pia Carrot e Youkoso!! 2 DX,5
171,1,Xinil,329,Planetes,9
172,1,Xinil,212,Project A-Ko,4
173,1,Xinil,211,Pure Mail,7
174,1,Xinil,208,R.O.D: Read or Die,8
175,1,Xinil,165,RahXephon,8
176,1,Xinil,210,Ranma ½,7
177,1,Xinil,710,Rec,8
178,1,Xinil,917,Riding Bean,7
179,1,Xinil,197,Rizelmine,5
180,1,Xinil,45,Rurouni Kenshin: Meiji Kenkaku Romantan,8
181,1,Xinil,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,8
182,1,Xinil,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8
183,1,Xinil,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,10
184,1,Xinil,168,s.CRY.ed,7
185,1,Xinil,205,Samurai Champloo,9
186,1,Xinil,2476,School Days,6
187,1,Xinil,24,School Rumble,9
188,1,Xinil,517,School Rumble: Ichi Gakki Hoshuu,8
189,1,Xinil,167,Scrapped Princess,8
190,1,Xinil,400,Seihou Bukyou Outlaw Star,7
191,1,Xinil,290,Seikai no Monshou,8
192,1,Xinil,1827,Seirei no Moribito,9
193,1,Xinil,199,Sen to Chihiro no Kamikakushi,10
194,1,Xinil,2104,Seto no Hanayome,8
195,1,Xinil,1559,Shijou Saikyou no Deshi Kenichi,9
196,1,Xinil,217,Shin Angel,7
197,1,Xinil,90,Shin Kidou Senki Gundam Wing,6
198,1,Xinil,16498,Shingeki no Kyojin,9
199,1,Xinil,25777,Shingeki no Kyojin Season 2,8
200,1,Xinil,169,Shingetsutan Tsukihime,8
201,1,Xinil,170,Slam Dunk,7
202,1,Xinil,478,Sousei no Aquarion,7
203,1,Xinil,198,Speed Grapher,9
204,1,Xinil,565,Steamboy,8
205,1,Xinil,25,Sunabouzu,8
206,1,Xinil,390,Suzuka,7
207,1,Xinil,849,Suzumiya Haruhi no Yuuutsu,10
208,1,Xinil,2001,Tengen Toppa Gurren Lagann,8
209,1,Xinil,174,Tenjou Tenge,6
210,1,Xinil,182,Tenkuu no Escaflowne,9
211,1,Xinil,51,Tenshi Kinryouku,7
212,1,Xinil,200,Tenshi na Konamaiki,7
213,1,Xinil,16870,The Last: Naruto the Movie,7
214,1,Xinil,2236,Toki wo Kakeru Shoujo,9
215,1,Xinil,916,Tokkou,7
216,1,Xinil,523,Tonari no Totoro,8
217,1,Xinil,415,Tonari no Yamada-kun,7
218,1,Xinil,6,Trigun,10
219,1,Xinil,10162,Usagi Drop,9
220,1,Xinil,842,Ushio to Tora,7
221,1,Xinil,180,Vandread,7
222,1,Xinil,181,Vandread: The Second Stage,7
223,1,Xinil,201,Video Girl Ai,7
224,1,Xinil,7,Witch Hunter Robin,9
225,1,Xinil,202,Wolf's Rain,8
226,1,Xinil,1023,Wolf's Rain OVA,9
227,1,Xinil,203,Words Worth,7
228,1,Xinil,1562,Yamato Nadeshiko Shichihenge♥,7
229,1,Xinil,204,Yumeria,6
230,1,Xinil,392,Yuu☆Yuu☆Hakusho,8
231,1,Xinil,269,Bleach,9
232,1,Xinil,15,Eyeshield 21,7
233,1,Xinil,1699,Romeo x Juliet,7
234,1,Xinil,2605,Sayonara Zetsubou Sensei,8
235,1,Xinil,22,Tennis no Oujisama,7
236,1,Xinil,857,Air Gear,6
237,1,Xinil,281,Akane Maniax,5
238,1,Xinil,66,Azumanga Daiou The Animation,6
239,1,Xinil,3407,Blassreiter,5
240,1,Xinil,150,Blood+,7
241,1,Xinil,8,Bouken Ou Beet,6
242,1,Xinil,2904,Code Geass: Hangyaku no Lelouch R2,6
243,1,Xinil,1535,Death Note,9
244,1,Xinil,235,Detective Conan,6
245,1,Xinil,2795,Dragonaut: The Resonance,6
246,1,Xinil,127,Gate Keepers,5
247,1,Xinil,246,Groove Adventure Rave,6
248,1,Xinil,3002,Gyakkyou Burai Kaiji: Ultimate Survivor,8
249,1,Xinil,2026,Hayate no Gotoku!,8
250,1,Xinil,777,Hellsing Ultimate,8
251,1,Xinil,940,Inukami!,7
252,1,Xinil,1530,Kanon (2006),7
253,1,Xinil,145,Kareshi Kanojo no Jijou,5
254,1,Xinil,1604,Katekyou Hitman Reborn!,5
255,1,Xinil,3229,Kimi ga Aruji de Shitsuji ga Ore de,6
256,1,Xinil,275,Love♥Love?,6
257,1,Xinil,157,Mahou Sensei Negima!,6
258,1,Xinil,1453,Maison Ikkoku,6
259,1,Xinil,3226,Major S4,7
260,1,Xinil,860,Makai Senki Disgaea,6
261,1,Xinil,323,Mousou Dairinin,6
262,4,Crystal,873,.hack//Roots,6
263,4,Crystal,298,.hack//Tasogare no Udewa Densetsu,5
264,4,Crystal,5525,07-Ghost,7
265,4,Crystal,6682,11eyes,5
266,4,Crystal,32601,12-sai.: Chicchana Mune no Tokimeki,6
267,4,Crystal,33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,5
268,4,Crystal,9776,A-Channel,6
269,4,Crystal,49,Aa! Megami-sama!,6
270,4,Crystal,11759,Accel World,7
271,4,Crystal,37403,Ahiru no Sora,6
272,4,Crystal,101,Air,8
273,4,Crystal,102,Aishiteruze Baby★★,7
274,4,Crystal,17082,Aiura,5
275,4,Crystal,31580,Ajin,7
276,4,Crystal,30123,Akagami no Shirayuki-hime,8
277,4,Crystal,22199,Akame ga Kill!,5
278,4,Crystal,4744,Akaneiro ni Somaru Saka,4
279,4,Crystal,5772,Akaneiro ni Somaru Saka: Hardcore,2
280,4,Crystal,25013,Akatsuki no Yona,7
281,4,Crystal,12149,AKB0048,7
282,4,Crystal,14941,AKB0048: Next Stage,7
283,4,Crystal,47,Akira,10
284,4,Crystal,16201,Aku no Hana,6
285,4,Crystal,22729,Aldnoah.Zero,8
286,4,Crystal,27655,Aldnoah.Zero Part 2,5
287,4,Crystal,3549,Allison to Lillia,8
288,4,Crystal,3359,Amatsuki,7
289,4,Crystal,15085,Amnesia,3
290,4,Crystal,6547,Angel Beats!,8
291,4,Crystal,3829,Anne no Nikki,4
292,4,Crystal,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
293,4,Crystal,11433,Ano Natsu de Matteru,7
294,4,Crystal,11111,Another,8
295,4,Crystal,24833,Ansatsu Kyoushitsu,8
296,4,Crystal,30654,Ansatsu Kyoushitsu 2nd Season,7
297,4,Crystal,21995,Ao Haru Ride,7
298,4,Crystal,9919,Ao no Exorcist,7
299,4,Crystal,33506,Ao no Exorcist: Kyoto Fujouou-hen,8
300,4,Crystal,30205,Aoharu x Kikanjuu,4
301,4,Crystal,18893,Aoki Hagane no Arpeggio: Ars Nova,5
302,4,Crystal,16518,Arata Kangatari,6
303,4,Crystal,12967,Arcana Famiglia,4
304,4,Crystal,477,Aria the Animation,7
305,4,Crystal,28249,Arslan Senki (TV),7
306,4,Crystal,9736,Astarotte no Omocha!,6
307,4,Crystal,5342,Asura Cryin',7
308,4,Crystal,6676,Asura Cryin' 2,7
309,4,Crystal,104,Ayashi no Ceres,6
310,4,Crystal,2251,Baccano!,10
311,4,Crystal,3901,Baccano! Specials,10
312,4,Crystal,6347,Baka to Test to Shoukanjuu,7
313,4,Crystal,28805,Bakemono no Ko,8
314,4,Crystal,7674,Bakuman.,8
315,4,Crystal,10030,Bakuman. 2nd Season,8
316,4,Crystal,2986,Bamboo Blade,8
317,4,Crystal,33573,BanG Dream!,7
318,4,Crystal,22789,Barakamon,8
319,4,Crystal,10396,Ben-To,8
320,4,Crystal,13535,Binbougami ga!,8
321,4,Crystal,20787,Black Bullet,7
322,4,Crystal,68,Black Cat (TV),4
323,4,Crystal,889,Black Lagoon,7
324,4,Crystal,7059,Black★Rock Shooter (OVA),8
325,4,Crystal,18767,BlazBlue: Alter Memory,6
326,4,Crystal,150,Blood+,9
327,4,Crystal,10490,Blood-C,5
328,4,Crystal,31043,Boku dake ga Inai Machi,9
329,4,Crystal,31964,Boku no Hero Academia,8
330,4,Crystal,33486,Boku no Hero Academia 2nd Season,8
331,4,Crystal,36456,Boku no Hero Academia 3rd Season,7
332,4,Crystal,36896,Boku no Hero Academia the Movie 1: Futari no Hero,7
333,4,Crystal,10719,Boku wa Tomodachi ga Sukunai,6
334,4,Crystal,14967,Boku wa Tomodachi ga Sukunai Next,6
335,4,Crystal,1222,Bokura ga Ita,7
336,4,Crystal,159,Boukyaku no Senritsu,5
337,4,Crystal,105,Boys Be...,6
338,4,Crystal,6772,Break Blade Movie 1: Kakusei no Toki,7
339,4,Crystal,8514,Break Blade Movie 2: Ketsubetsu no Michi,7
340,4,Crystal,9252,Break Blade Movie 3: Kyoujin no Ato,7
341,4,Crystal,9465,Break Blade Movie 4: Sanka no Chi,7
342,4,Crystal,9724,Break Blade Movie 5: Shisen no Hate,7
343,4,Crystal,10092,Break Blade Movie 6: Doukoku no Toride,6
344,4,Crystal,14345,Btooom!,8
345,4,Crystal,21437,Buddy Complex,7
346,4,Crystal,24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,7
347,4,Crystal,31478,Bungou Stray Dogs,7
348,4,Crystal,32867,Bungou Stray Dogs 2nd Season,7
349,4,Crystal,38003,Bungou Stray Dogs 3rd Season,8
350,4,Crystal,34944,Bungou Stray Dogs: Dead Apple,7
351,4,Crystal,33071,Bungou Stray Dogs: Hitori Ayumu,7
352,4,Crystal,3389,Bus Gamer,5
353,4,Crystal,1536,Busou Renkin,4
354,4,Crystal,1689,Byousoku 5 Centimeter,8
355,4,Crystal,10163,C: The Money of Soul and Possibility Control,5
356,4,Crystal,12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,4
357,4,Crystal,5356,Canaan,8
358,4,Crystal,10578,C³,5
359,4,Crystal,28999,Charlotte,7
360,4,Crystal,32483,Cheer Danshi!!,6
361,4,Crystal,10800,Chihayafuru,9
362,4,Crystal,14397,Chihayafuru 2,9
363,4,Crystal,60,Chrno Crusade,8
364,4,Crystal,110,Chuuka Ichiban!,7
365,4,Crystal,14741,Chuunibyou demo Koi ga Shitai!,9
366,4,Crystal,15687,Chuunibyou demo Koi ga Shitai! Lite,8
367,4,Crystal,18671,Chuunibyou demo Koi ga Shitai! Ren,7
368,4,Crystal,2167,Clannad,10
369,4,Crystal,32407,Clockwork Planet,4
370,4,Crystal,1575,Code Geass: Hangyaku no Lelouch,8
371,4,Crystal,2904,Code Geass: Hangyaku no Lelouch R2,8
372,4,Crystal,11703,Code:Breaker,4
373,4,Crystal,31456,Code:Realize - Sousei no Himegimi,7
374,4,Crystal,31318,Comet Lucifer,4
375,4,Crystal,9479,Coppelion,5
376,4,Crystal,10029,Coquelicot-zaka kara,8
377,4,Crystal,1,Cowboy Bebop,8
378,4,Crystal,5,Cowboy Bebop: Tengoku no Tobira,8
379,4,Crystal,25731,Cross Ange: Tenshi to Ryuu no Rondo,4
380,4,Crystal,32370,D.Gray-man Hallow,7
381,4,Crystal,61,D.N.Angel,6
382,4,Crystal,12549,"Dakara Boku wa, H ga Dekinai.",5
383,4,Crystal,34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,7
384,4,Crystal,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7
385,4,Crystal,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,8
386,4,Crystal,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7
387,4,Crystal,26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,6
388,4,Crystal,29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,6
389,4,Crystal,16355,Dansai Bunri no Crime Edge,4
390,4,Crystal,2025,Darker than Black: Kuro no Keiyakusha,8
391,4,Crystal,35849,Darling in the FranXX,7
392,4,Crystal,15583,Date A Live,7
393,4,Crystal,63,DearS,2
394,4,Crystal,14353,Death Billiards,7
395,4,Crystal,34497,Death March kara Hajimaru Isekai Kyousoukyoku,5
396,4,Crystal,28223,Death Parade,7
397,4,Crystal,8086,Densetsu no Yuusha no Densetsu,8
398,4,Crystal,779,Detective Conan Movie 01: The Timed Skyscraper,6
399,4,Crystal,780,Detective Conan Movie 02: The Fourteenth Target,5
400,4,Crystal,781,Detective Conan Movie 03: The Last Wizard of the Century,7
401,4,Crystal,16512,Devil Survivor 2 The Animation,7
402,4,Crystal,17513,Diabolik Lovers,3
403,4,Crystal,20919,Diabolik Lovers Recap,3
404,4,Crystal,31163,Dimension W,5
405,4,Crystal,31710,Divine Gate,4
406,4,Crystal,21743,Donten ni Warau,7
407,4,Crystal,9330,Dragon Crisis!,5
408,4,Crystal,23333,DRAMAtical Murder,3
409,4,Crystal,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
410,4,Crystal,236,E's Otherwise,6
411,4,Crystal,1189,Eden's Bowy,5
412,4,Crystal,2924,ef: A Tale of Memories.,8
413,4,Crystal,38671,Enen no Shouboutai,7
414,4,Crystal,40956,Enen no Shouboutai: Ni no Shou,7
415,4,Crystal,1250,Erementar Gerad,6
416,4,Crystal,2759,Evangelion: 1.0 You Are (Not) Alone,9
417,4,Crystal,3784,Evangelion: 2.0 You Can (Not) Advance,10
418,4,Crystal,3785,Evangelion: 3.0 You Can (Not) Redo,6
419,4,Crystal,30778,Fairy Tail Movie 2: Dragon Cry,4
420,4,Crystal,119,Final Approach,6
421,4,Crystal,317,Final Fantasy VII: Advent Children,4
422,4,Crystal,8536,Fortune Arterial: Akai Yakusoku,4
423,4,Crystal,18507,Free!,7
424,4,Crystal,22265,Free! Eternal Summer,7
425,4,Crystal,9367,Freezing,6
426,4,Crystal,120,Fruits Basket,8
427,4,Crystal,33203,Fukumenkei Noise,7
428,4,Crystal,71,Full Metal Panic!,8
429,4,Crystal,122,Full Moon wo Sagashite,8
430,4,Crystal,121,Fullmetal Alchemist,9
431,4,Crystal,5114,Fullmetal Alchemist: Brotherhood,10
432,4,Crystal,908,Fullmetal Alchemist: Premium Collection,6
433,4,Crystal,430,Fullmetal Alchemist: The Conqueror of Shamballa,7
434,4,Crystal,123,Fushigi Yuugi,6
435,4,Crystal,124,Fushigi Yuugi: Eikouden,3
436,4,Crystal,125,Futakoi,6
437,4,Crystal,4725,Ga-Rei: Zero,10
438,4,Crystal,383,Galaxy Angel,5
439,4,Crystal,19367,Galilei Donna,5
440,4,Crystal,25183,Gangsta.,7
441,4,Crystal,127,Gate Keepers,9
442,4,Crystal,128,Gate Keepers 21,4
443,4,Crystal,17651,Genei wo Kakeru Taiyou,6
444,4,Crystal,240,Genshiken,9
445,4,Crystal,129,Gensoumaden Saiyuuki,8
446,4,Crystal,484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,5
447,4,Crystal,132,GetBackers,8
448,4,Crystal,1571,Ghost Hunt,9
449,4,Crystal,476,Ginban Kaleidoscope,6
450,4,Crystal,15863,Ginga Kikoutai Majestic Prince,7
451,4,Crystal,14131,Girls & Panzer,7
452,4,Crystal,23079,Glasslip,3
453,4,Crystal,456,Gokujou Seitokai,6
454,4,Crystal,17895,Golden Time,7
455,4,Crystal,8425,Gosick,8
456,4,Crystal,34279,Grancrest Senki,6
457,4,Crystal,245,Great Teacher Onizuka,8
458,4,Crystal,133,Green Green,2
459,4,Crystal,10793,Guilty Crown,8
460,4,Crystal,37245,Gundam Build Divers,7
461,4,Crystal,37247,Gundam Build Divers Prologue,6
462,4,Crystal,40192,Gundam Build Divers Re:Rise,6
463,4,Crystal,40942,Gundam Build Divers Re:Rise 2nd Season,7
464,4,Crystal,19319,Gundam Build Fighters,8
465,4,Crystal,24625,Gundam Build Fighters Try,8
466,4,Crystal,134,Gunslinger Girl,7
467,4,Crystal,38830,"Hachi-nan tte, Sore wa Nai deshou!",5
468,4,Crystal,13161,Hagure Yuusha no Aesthetica,5
469,4,Crystal,31859,Hai to Gensou no Grimgar,8
470,4,Crystal,20583,Haikyuu!!,8
471,4,Crystal,32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8
472,4,Crystal,28891,Haikyuu!! Second Season,8
473,4,Crystal,15613,Hakkenden: Touhou Hakken Ibun,6
474,4,Crystal,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,6
475,4,Crystal,20689,Hamatora The Animation,7
476,4,Crystal,413,Hametsu no Mars,1
477,4,Crystal,21681,Hanayamata,5
478,4,Crystal,587,Hanbun no Tsuki ga Noboru Sora,6
479,4,Crystal,32981,Hand Shakers,3
480,4,Crystal,30895,HaruChika: Haruta to Chika wa Seishun suru,4
481,4,Crystal,15809,Hataraku Maou-sama!,8
482,4,Crystal,3298,Hatenkou Yuugi,7
483,4,Crystal,27829,Heavy Object,8
484,4,Crystal,270,Hellsing,7
485,4,Crystal,15225,Hentai Ouji to Warawanai Neko.,7
486,4,Crystal,23787,Hi☆sCoool! SeHa Girls,3
487,4,Crystal,8630,Hidan no Aria,6
488,4,Crystal,8074,Highschool of the Dead,7
489,4,Crystal,9515,Highschool of the Dead: Drifters of the Dead,3
490,4,Crystal,934,Higurashi no Naku Koro ni,9
491,4,Crystal,1889,Higurashi no Naku Koro ni Kai,9
492,4,Crystal,2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,7
493,4,Crystal,12461,Hiiro no Kakera,6
494,4,Crystal,14645,Hiiro no Kakera 2nd Season,5
495,4,Crystal,135,Hikaru no Go,9
496,4,Crystal,645,Hikaru no Go: Hokuto Hai e no Michi,7
497,4,Crystal,28825,Himouto! Umaru-chan,8
498,4,Crystal,33654,Hitorijime My Hero,6
499,4,Crystal,20853,Hitsugi no Chaika,7
500,4,Crystal,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7
501,4,Crystal,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,7
502,4,Crystal,9760,Hoshi wo Ou Kodomo,9
503,4,Crystal,136,Hunter x Hunter,8
504,4,Crystal,13271,Hunter x Hunter Movie 1: Phantom Rouge,5
505,4,Crystal,19951,Hunter x Hunter Movie 2: The Last Mission,3
506,4,Crystal,138,Hunter x Hunter: Greed Island,8
507,4,Crystal,139,Hunter x Hunter: Greed Island Final,8
508,4,Crystal,137,Hunter x Hunter: Original Video Animation,8
509,4,Crystal,248,Ichigo 100%,3
510,4,Crystal,9938,Ikoku Meiro no Croisée The Animation,7
511,4,Crystal,10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",7
512,4,Crystal,160,"Ima, Soko ni Iru Boku",8
513,4,Crystal,20457,"Inari, Konkon, Koi Iroha.",7
514,4,Crystal,25159,Inou-Battle wa Nichijou-kei no Naka de,7
515,4,Crystal,9041,IS: Infinite Stratos,7
516,4,Crystal,37744,Isekai Cheat Magician,5
517,4,Crystal,34012,Isekai Shokudou,6
518,4,Crystal,35203,Isekai wa Smartphone to Tomo ni.,4
519,4,Crystal,3731,Itazura na Kiss,5
520,4,Crystal,9750,Itsuka Tenma no Kuro Usagi,4
521,4,Crystal,2523,Izumo: Takeki Tsurugi no Senki,3
522,4,Crystal,228,Jigoku Shoujo,7
523,4,Crystal,34565,Jikan no Shihaisha,4
524,4,Crystal,1613,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,3
